	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	Sample21	Sample22	Sample23	Sample24	Sample25	Sample26	Sample27	Sample28	Sample29	Sample30	Sample31	Sample32	Sample33	Sample34	Sample35	Sample36	Sample37	Sample38	Sample39	Sample40	Sample41	Sample42	Sample43	Sample44	Sample45	Sample46	Sample47	Sample48	Sample49	Sample50
EDARADD	882	384	0	196	1641	1156	718	649	33	296	37	36	37	1083	21	1108	11	195	126	746	1252	96	14	96	9	171	17	902	1403	1195	36	1143	143	80	92	22	74	862	63	17	71	1025	1081	30	98	36	200	745	83	108
EDC3	24	148	4485	127	23	12	23	101	146	111	129	115	1017	28	284	57	3528	106	100	62	22	156	266	91	138	155	192	21	21	29	103	99	54	3748	113	120	188	18	125	158	142	17	34	218	844	2584	166	1918	123	115
EDC4	1171	107	0	302	374	128	123	45	337	4	1	64	275	1064	351	373	0	11	4	87	345	2	637	6	461	3	464	145	142	999	208	170	55	3	7	319	5	702	35	226	1	630	369	383	7	0	5	87	4	1
EDEM1	10	311	40	382	9	4	9	2	711	2	4	95	735	15	850	5	32	0	22	293	9	46	1242	0	738	22	875	34	8	4	412	11	53	40	68	580	0	7	114	429	24	16	5	865	32	48	2	20	24	44
EDEM2	683	2	0	91	465	355	343	118	7	59	116	72	14	598	7	421	0	96	42	10	701	86	35	75	14	141	42	278	324	593	66	289	90	44	138	14	134	606	75	7	97	628	526	21	61	26	124	196	83	188
EDEM3	557	2617	128	476	329	424	311	327	1207	1468	40	467	642	437	1181	392	154	416	368	3652	538	509	1544	470	973	789	791	316	476	506	638	347	411	160	471	1394	149	477	441	1449	282	468	437	1158	283	327	180	220	529	630
EDF1	203	165	279	88	99	122	188	97	0	156	105	288	2	234	0	95	365	185	108	136	263	147	0	231	0	70	0	211	179	103	368	164	396	418	626	0	194	207	91	0	164	146	119	0	101	595	317	354	210	441
EDIL3	6	299	0	57	2	4	14	13	33	100	4	13	20	2	15	12	0	3	2	269	6	15	14	29	14	14	11	4	6	0	34	0	50	10	43	12	24	2	14	17	29	4	4	15	17	14	14	2	4	1
EDN1	50	316	12664	176	31	54	169	214	0	360	219	110	1597	90	0	79	7974	394	421	258	47	324	0	299	0	601	0	93	85	21	174	46	414	3479	316	0	330	49	278	0	175	52	149	0	1910	3363	375	3193	237	480
EDN3	0	1082	18	1	0	0	1	5	0	272	7	8	14	0	0	0	66	5	7	1985	0	5	0	11	0	10	0	1	0	0	14	1	6	11	4	0	5	0	9	0	11	0	1	0	10	3	7	41	8	9
EDNRA	956	25531	0	35	467	517	379	208	0	474	331	301	1	785	0	674	0	580	349	13198	518	159	0	429	0	583	0	1169	778	433	109	290	179	413	266	0	476	652	350	0	219	700	565	0	456	123	341	206	18	429
EDNRB	202	399	0	344	121	97	69	22	780	143	5	149	597	220	515	129	0	16	3	454	210	14	684	3	437	0	518	88	222	109	259	111	204	1	10	631	17	158	29	521	1	136	85	583	5	16	3	34	3	19
EEA1	29	596	1879	255	15	41	78	469	265	260	51	357	328	61	222	43	992	237	108	836	46	317	384	704	183	90	81	80	52	36	610	169	128	914	349	246	92	122	111	439	72	41	90	255	268	834	270	709	121	246
EED	6701	688	2088	527	10343	12211	7840	1177	44	564	7	0	27	12795	37	9039	1120	25	3	1753	6614	6	34	6	10	0	20	6453	5097	6962	19	11084	8	76	2	24	0	6842	4	52	2	7537	8073	39	229	1558	4	5408	4	2
EEF1A1	632	335	2289	138	388	664	423	166	16	0	0	0	499	737	24	559	5041	0	0	135	445	0	16	0	14	0	12	454	480	725	1	966	2	1320	0	11	0	515	0	18	0	682	276	8	292	2760	0	2274	0	0
EEF1A2	24901	34	262	232	9310	5374	2699	1290	35	3	4	8	85	16967	40	7216	155	26	3	23	11088	4	74	17	50	3	24	3091	4631	17641	23	5520	16	83	16	42	10	13246	8	97	4	14214	8913	54	44	95	10	837	7	0
EEF1B2	265	255	1379	86	91	29	78	67	41	130	76	94	289	194	42	126	2003	142	124	302	98	157	85	79	50	163	107	21	18	201	76	181	70	245	96	41	145	150	135	49	110	184	134	65	347	1450	113	1372	45	179
EEF1D	111	212	710	32	114	115	113	43	23	31	15	19	15	116	43	113	180	14	27	92	175	17	41	16	12	14	21	137	133	126	18	189	24	264	15	40	17	95	16	45	22	67	89	28	22	300	15	438	17	16
EEF1DP3	0	9	0	7	0	0	7	4	0	27	14	7	0	0	0	5	1	26	37	0	0	20	0	0	0	22	0	0	0	0	2	0	18	9	16	0	19	0	19	0	24	0	1	0	10	11	26	0	46	23
EEF1E1	32	58	10278	38	23	33	35	6	107	0	0	28	1863	43	72	21	8976	0	0	18	27	0	79	0	101	0	108	30	39	16	37	680	15	8877	0	96	0	37	2	59	0	21	14	83	1779	5796	0	3985	0	0
EEF1G	41	81	961	172	519	213	193	217	49	42	19	41	176	35	59	61	1012	11	50	665	90	75	73	36	54	45	55	153	60	612	54	211	33	362	91	96	60	30	99	72	118	243	69	61	148	535	35	661	45	23
EEF2	25	16	0	14	72	25	20	15	0	0	0	1	0	11	0	9	0	0	0	6	22	3	0	1	0	0	0	29	16	74	2	31	2	0	1	0	1	7	0	0	0	25	7	0	1	0	1	23	0	0
EEF2K	25	641	0	353	8	20	39	23	767	101	18	182	1007	24	1422	10	8	38	23	328	17	28	1030	38	672	69	831	16	9	16	375	19	186	42	45	672	15	36	65	1455	12	35	27	917	55	15	74	6	34	13
EEFSEC	92	189	7667	90	86	18	3	0	403	19	1	47	1159	45	368	98	6157	20	28	138	4	12	313	1	270	10	451	43	104	51	162	252	61	3607	1	396	11	94	36	578	2	89	142	426	730	3770	11	3507	18	23
EEPD1	227	358	0	749	122	35	32	92	860	27	41	166	609	91	1051	103	2	76	76	244	153	6	1276	86	850	32	760	77	131	112	411	62	184	18	59	1000	95	116	87	624	31	96	44	693	129	13	46	51	43	37
EFCAB1	236	0	0	87	270	228	173	10	0	6	1	1	0	491	0	259	0	4	0	0	321	1	0	0	0	6	0	282	141	264	0	331	4	4	5	0	1	354	2	0	1	206	57	0	4	0	8	114	3	1
EFCAB10	1326	145	0	353	1220	1178	816	622	0	636	326	392	8	925	0	954	5	437	524	189	1382	628	0	453	0	474	0	1132	1178	932	242	867	428	346	580	0	638	1184	353	0	529	1100	1272	0	546	251	401	476	411	379
EFCAB11	526	13	420	118	550	470	451	219	19	6	136	33	20	446	13	311	840	66	89	40	547	95	26	56	44	69	19	460	485	624	16	327	55	283	24	40	91	454	47	23	56	511	372	37	4	574	54	784	55	134
EFCAB2	215	71	1109	79	1371	445	726	1194	81	42	0	20	222	1599	75	1428	538	575	0	116	1441	5	60	0	85	0	85	1236	2255	1907	25	1062	21	72	10	60	0	2146	25	46	0	898	1285	65	98	206	0	1517	0	10
EFCAB3	18	372	0	483	0	0	56	622	0	1041	736	324	8	12	0	82	29	726	749	148	0	743	0	1060	0	846	0	38	0	0	255	0	643	266	445	0	1407	8	509	0	822	20	20	0	459	267	1025	0	1028	536
EFCAB4A	11	114	0	160	0	0	68	222	0	187	289	144	3	6	0	34	14	263	212	33	0	255	0	297	0	380	0	12	0	0	154	0	303	128	270	0	236	0	173	0	360	0	16	0	211	100	277	0	246	220
EFCAB5	1171	10	0	384	471	1199	643	570	8	30	48	29	12	1189	16	865	0	33	25	12	812	45	4	23	4	32	12	843	984	2203	22	1997	28	33	37	12	26	1033	22	12	33	1387	131	20	34	9	27	127	13	62
EFCAB6	423	779	0	341	357	250	297	46	661	21	0	33	145	385	679	197	0	0	0	1109	392	0	1028	0	372	0	206	184	327	89	264	113	164	0	0	937	0	214	153	1140	0	385	402	722	0	0	0	105	0	0
EFCAB7	99	240	733	457	21	34	142	1220	28	1317	1774	617	529	73	21	133	2424	959	1930	169	43	1171	28	2063	14	1523	35	209	26	39	805	74	624	798	1305	28	767	46	1392	7	1669	34	232	0	602	489	962	1547	1769	799
EFEMP1	2045	2633	1370	38	686	348	41	317	50	571	3	8	263	305	62	628	522	3	3	3804	434	3	66	0	71	0	49	353	153	1199	23	952	14	369	3	66	0	644	11	45	6	652	601	54	187	978	0	1460	0	3
EFEMP2	38	165	0	527	10	14	83	1629	92	1422	786	336	134	28	113	164	9	283	270	60	0	710	94	296	79	1197	97	151	5	5	886	10	467	825	823	85	958	29	572	113	398	20	529	93	433	357	593	0	836	793
EFHA1	219	1733	51601	3116	288	427	474	620	5891	959	465	2175	4218	670	4159	419	28601	1187	749	1703	532	594	5394	652	5625	461	5812	394	334	288	1764	151	1570	4436	877	5373	909	141	1099	4359	504	167	271	5145	985	27835	883	16895	692	661
EFHA2	121	16	165	29	154	159	118	79	20	10	10	5	39	160	12	86	133	8	8	5	201	10	8	4	20	8	24	161	111	197	7	283	5	171	11	12	7	110	9	8	7	251	214	8	36	99	6	120	5	9
EFHB	2	83	0	41	2	3	141	259	0	65	6	0	3	142	0	4	0	65	0	144	3	66	0	281	0	83	0	1	3	1	419	2	38	9	29	0	118	1	9	0	185	1	2	0	21	78	282	2	143	10
EFHC1	0	402	60	726	0	17	4	4	1130	4	1	223	881	0	1011	2	108	1	1	592	4	1	1268	3	1028	2	1268	0	0	2	458	4	280	1	2	1567	1	4	353	1008	1	33	8	1447	2	48	3	24	0	2
EFHC2	0	822	0	2328	0	0	2	4	3648	2	2	117	1019	0	1260	2	0	16	0	147	0	6	1906	14	1195	2	1073	0	0	0	1895	0	636	23	17	1695	14	0	27	1193	7	0	2	1511	15	2	13	0	8	16
EFHD1	199	1801	15	44	161	179	195	50	44	620	10	9	48	140	38	88	13	8	1	2163	68	3	46	2	57	4	61	70	123	141	21	134	14	25	8	65	3	112	9	36	5	138	291	41	8	11	1	33	5	5
EFHD2	168	539	65	43	5	2	0	548	26	250	89	115	65	3	56	213	62	474	240	1017	0	66	44	551	44	363	30	7	8	3	112	5	598	65	386	16	437	6	257	20	125	5	42	24	616	71	294	39	206	123
EFNA1	1029	173	136	1050	269	279	548	2594	166	2944	2025	1331	288	487	225	1283	352	3335	2837	807	160	1962	369	2217	265	3466	197	456	226	323	1636	171	4213	1332	3608	211	3618	256	3661	73	2367	243	326	233	4245	1132	3608	231	1789	2344
EFNA2	19	31	10596	9	9	13	18	16	0	17	3	4	961	15	0	14	7980	13	6	233	15	7	0	11	0	3	0	11	24	16	9	504	9	2079	5	0	4	14	6	0	4	12	10	0	559	4616	12	2733	8	3
EFNA3	618	238	164	275	1202	589	776	636	613	0	0	51	593	1390	742	1511	80	301	0	54	2191	0	548	0	519	0	382	924	1226	1639	220	1472	30	12	0	404	0	1491	33	840	0	678	1545	702	0	116	0	1125	0	0
EFNA4	0	0	0	17	0	0	5	13	0	34	13	13	4	6	0	4	22	14	15	15	0	4	0	14	0	33	0	1	0	0	48	0	14	52	39	0	37	0	33	0	18	0	0	0	40	15	17	0	59	38
EFNA5	6	511	30	91	1	1	147	755	25	485	463	312	64	6	32	110	39	1142	447	339	4	743	30	936	25	783	17	11	3	0	291	2	375	430	594	17	628	51	479	25	393	6	143	11	732	378	532	8	292	605
EFNB2	18	541	180	7	14	50	50	64	0	301	30	22	23	0	0	54	138	38	35	1446	80	22	0	43	0	63	0	18	32	43	18	66	10	153	34	0	50	48	31	0	13	71	101	0	55	77	27	52	48	45
EFNB3	1100	338	1824	759	914	971	1122	1223	215	1345	1173	1024	585	1105	262	992	2151	1558	1391	271	872	834	311	1612	133	1417	223	991	1020	782	606	845	1309	1181	1794	176	1056	917	1124	237	1014	897	760	131	1559	1234	1052	1197	1290	918
EFR3A	48	346	1687	188	42	44	165	505	6	654	431	1117	435	270	6	209	1504	1175	972	131	92	733	3	583	3	680	9	336	56	44	747	60	974	903	815	6	963	6	591	9	962	32	61	9	803	906	1136	885	953	899
EFR3B	175	1911	288	378	94	141	265	804	164	986	735	376	564	78	261	388	1365	1129	583	6254	0	458	289	931	418	1056	241	75	0	94	233	205	670	515	657	237	905	0	683	581	460	94	251	358	803	706	730	1284	514	433
EFS	5	1024	0	1190	5	10	5	10	1663	545	18	489	886	12	1847	5	1	51	53	1348	10	10	2340	54	1306	74	2112	5	10	25	750	5	316	9	39	1449	75	10	153	1030	82	15	10	1290	72	70	36	10	22	82
EFTUD1	0	255	0	10	0	0	21	5	0	82	25	3	0	0	0	0	0	34	13	529	0	29	0	9	0	20	0	0	0	0	7	0	43	23	17	0	5	0	14	0	22	0	0	0	29	10	14	0	15	21
EFTUD2	42	553	0	44	132	138	105	499	98	33	10	555	32	163	300	104	0	83	40	8	63	967	245	959	302	22	50	81	60	74	182	112	57	5	509	263	504	79	15	187	478	74	76	223	41	472	69	28	37	32
EGF	6	19	0	12	0	0	3	46	0	29	29	13	0	0	0	2	2	39	27	0	0	44	0	48	0	53	0	7	0	0	48	0	36	7	47	0	44	0	40	0	26	2	5	0	31	21	42	0	23	43
EGFEM1P	395	920	0	959	374	171	719	5398	0	3953	3990	2839	400	800	0	1770	5	3777	4592	1460	353	4457	0	6652	0	5202	0	828	526	449	4452	266	2145	2350	3514	0	4692	537	3878	0	3437	668	687	0	1688	1820	5025	277	3195	5300
EGFL6	289	58	0	175	305	619	753	162	168	3	40	41	84	932	197	626	0	57	37	14	521	86	106	69	46	38	75	547	446	631	84	848	55	62	38	92	6	1370	60	251	86	635	889	202	7	0	30	570	62	9
EGFL7	5	18	0	48	7	3	23	87	0	33	30	10	0	14	0	3	0	46	75	30	5	119	0	58	0	63	0	7	3	2	50	5	118	17	69	0	51	4	119	0	173	4	15	0	55	49	95	1	23	68
EGFLAM	301	179	0	95	454	520	332	489	0	406	382	116	0	432	0	452	2	222	293	32	471	288	0	95	0	277	0	254	482	444	74	405	74	52	143	0	196	390	73	0	280	399	483	0	124	46	160	226	131	98
EGFLAM-AS4	9	8	0	7	4	6	9	4	0	10	15	6	0	7	0	2	0	9	17	3	2	9	0	8	0	7	0	6	2	9	2	4	4	9	8	0	5	6	10	0	15	5	7	0	8	1	12	0	19	6
EGFR	307	76	0	97	265	437	305	70	43	50	17	62	29	347	25	306	0	81	96	33	315	21	24	15	18	70	14	312	406	389	23	265	115	30	85	22	112	341	63	27	60	297	441	8	66	24	41	117	97	28
EGLN1	184	4252	84	47	174	280	202	75	140	410	50	70	74	191	97	169	42	24	7	3545	235	30	72	27	120	51	186	151	138	286	46	138	65	49	14	129	29	144	45	126	51	251	275	92	18	41	21	146	22	24
EGLN3	67	680	1690	58	183	164	96	505	2	552	782	386	134	184	6	148	1676	424	201	671	71	576	12	523	4	1145	0	242	238	138	276	222	67	494	139	6	395	190	302	16	850	97	236	6	354	586	677	1090	374	527
EGOT	62	0	0	4	47	57	26	15	0	7	0	0	0	66	0	78	0	7	14	7	58	7	0	7	0	0	0	65	59	31	0	45	0	0	0	0	0	82	0	0	7	87	100	0	7	7	7	3	14	0
EGR1	118	648	50	101	142	265	167	260	102	310	216	189	223	180	214	197	21	198	149	460	207	212	168	208	161	218	165	82	177	115	195	58	153	263	309	104	234	205	181	128	119	138	224	141	183	90	251	95	186	200
EGR2	29	12501	90	5115	10	43	118	64	7761	2034	147	704	5887	86	6911	72	222	254	233	22074	31	233	7700	130	6320	197	6417	11	8	14	2234	39	1573	254	166	7590	84	11	741	6250	354	47	24	5327	248	214	115	120	193	288
EGR3	107	137	61	27	154	150	71	29	28	43	5	5	29	126	28	114	52	7	6	291	131	7	20	1	25	3	21	100	117	95	9	132	9	3	2	24	1	112	11	14	5	116	98	20	20	113	4	153	5	2
EGR4	283	171	42	179	536	380	424	310	103	524	396	439	183	413	115	397	43	261	357	127	360	199	124	245	123	384	89	317	343	349	239	383	351	116	309	87	517	412	286	96	292	272	316	85	264	71	324	189	502	320
EHBP1	20	105	244	94	0	0	2	62	29	166	84	20	44	5	45	20	537	128	105	37	0	85	37	43	42	27	31	4	0	0	20	44	80	298	125	25	51	2	31	39	4	0	0	43	140	173	112	410	108	3
EHBP1L1	14	72	0	216	22	26	38	14	375	9	3	40	201	22	194	21	0	13	2	52	31	13	351	10	264	12	260	12	35	39	150	16	79	3	8	195	3	59	63	176	17	41	32	234	10	1	2	14	7	13
EHD1	355	3461	0	5023	242	230	78	4	10832	2	3	2425	8164	624	9791	154	0	3	2	2878	146	0	11594	1	10081	0	7234	119	60	245	2977	144	2508	0	0	10194	2	175	949	8193	0	259	123	9102	3	0	0	28	1	0
EHD2	76	389	142619	184	69	115	59	51	615	68	28	234	14646	154	170	114	124367	88	66	569	76	75	215	46	615	44	765	115	65	58	205	7567	172	51717	71	160	47	82	25	205	17	62	63	205	14082	84747	65	73951	39	33
EHD3	72	766	113	1749	32	35	59	175	3050	198	102	520	3014	39	2661	71	273	146	94	732	77	194	2670	172	2993	142	3977	93	42	29	597	17	330	262	204	3177	160	6	404	1097	190	3	43	2099	320	192	154	102	100	265
EHD4	418	2934	0	15	152	221	139	45	38	447	18	2	125	484	122	204	1	19	25	3796	217	28	89	15	89	24	71	222	163	270	39	134	34	17	17	38	28	337	19	43	6	294	226	43	15	3	33	74	7	26
EHF	11	26	0	209	0	0	40	352	0	228	177	449	10	4	0	27	9	508	230	33	0	306	0	273	0	186	0	11	0	0	76	0	122	89	516	0	425	0	277	0	164	0	13	0	175	343	261	0	162	447
EHHADH	527	64	0	90	522	553	403	207	0	143	179	126	18	734	0	400	0	135	117	63	397	164	0	93	0	169	0	338	441	654	45	588	71	116	203	0	85	611	98	0	176	586	406	0	165	70	169	300	127	196
EHMT1	66	61	4526	107	34	39	44	16	107	38	16	53	830	42	151	40	2445	6	40	66	48	8	204	13	190	23	193	35	41	45	78	29	69	2216	21	138	16	52	64	59	26	51	40	149	26	1568	19	2332	23	33
EI24	12	223	29	191	118	198	103	9	442	0	0	74	305	200	459	113	17	4	0	158	18	0	502	0	508	0	443	179	19	20	216	277	116	2	0	414	0	187	105	351	0	266	246	367	4	10	0	104	0	0
EID1	16	199	9504	162	11	2	3	21	184	94	69	54	163	6	138	30	9504	49	58	270	34	21	254	25	164	51	212	30	25	18	92	10	56	2148	73	172	45	0	83	97	23	1	15	183	41	6348	30	2136	31	39
EID2	1082	33	371	257	1097	910	899	498	143	86	520	225	118	563	75	991	385	271	277	81	870	390	14	65	95	329	169	524	1051	832	151	693	247	123	127	122	234	662	215	75	60	951	794	54	147	118	266	624	55	403
EID2B	421	2	560	150	350	417	312	131	0	8	12	16	8	518	0	190	603	11	7	1	568	21	0	11	0	8	0	208	362	585	6	432	11	175	23	0	20	394	12	0	25	575	519	0	45	273	7	517	9	11
EID3	939	229	0	331	1065	1034	317	318	603	46	0	129	469	970	579	636	0	90	1	187	559	9	576	90	562	55	538	646	758	598	262	832	154	0	10	593	9	719	165	540	74	652	757	586	99	9	18	320	1	63
EIF1	98	1286	35	1366	38	57	47	54	3425	57	111	282	3311	751	2810	46	79	157	82	131	116	53	4594	19	1967	121	3206	137	60	65	1604	68	875	83	82	2373	61	50	197	2406	68	48	74	2916	81	45	44	45	79	42
EIF1AD	5	304	198	45	8	8	175	332	19	375	186	168	53	47	10	31	100	355	712	760	4	595	17	402	21	322	9	88	20	12	203	52	424	455	216	6	150	8	123	11	294	7	8	15	219	177	659	5	376	201
EIF1AX	405	822	7981	863	218	136	541	1347	6	1700	1031	1345	1504	431	4	296	4797	1916	1203	776	82	1971	6	1421	10	1499	9	183	87	182	746	1419	989	8703	1677	8	1541	97	1207	2	1167	57	460	8	2868	3114	1415	474	1439	1357
EIF1AY	16788	5427	3	1434	14173	15897	9718	3377	1622	253	180	533	776	15378	806	11707	7	658	168	8550	13380	200	967	115	1612	161	1225	9507	14291	13533	496	11230	234	46	132	1196	171	13439	483	1176	171	14100	13985	1578	127	77	137	6054	149	174
EIF1B	889	970	3205	62	1506	400	473	226	43	310	34	42	340	441	128	722	1595	27	12	2880	913	25	28	42	18	33	102	603	931	846	23	1165	14	486	19	56	40	793	12	81	12	657	323	56	508	1964	26	2599	29	28
EIF2A	159	10217	495	368	305	274	215	147	851	649	112	251	966	188	1125	245	1027	175	210	8858	57	409	1684	209	846	327	849	336	267	203	770	338	164	304	434	572	144	240	464	563	523	216	302	1128	262	422	169	552	349	376
EIF2AK1	4	24513	318	101	4	8	54	200	0	1211	196	237	37	48	0	17	380	373	235	25276	10	285	0	371	0	222	0	20	4	5	89	6	166	268	263	0	281	13	162	0	203	5	19	0	345	235	413	287	198	298
EIF2AK2	1	3737	194	574	4	4	2	3	1174	790	3	155	1497	7	1481	5	164	3	0	4246	1	0	1606	0	1081	0	958	3	0	1	693	6	270	38	6	1379	0	3	129	1825	0	13	1	1619	13	106	0	63	3	3
EIF2AK3	27	804	748	287	21	35	26	8	198	195	0	80	287	39	247	17	490	0	0	1096	12	0	477	0	231	0	490	27	29	15	56	45	30	238	0	273	0	41	195	286	0	29	36	380	76	229	0	247	0	0
EIF2AK4	354	417	372	642	36	98	277	1029	654	545	934	572	337	126	536	209	139	1196	432	254	138	726	494	1143	397	709	572	133	126	120	464	89	658	481	697	465	739	205	1138	482	747	174	92	458	669	558	717	91	592	875
EIF2B1	870	494	2711	751	858	890	1214	1381	16	1289	1487	1236	50	949	14	1162	5481	1305	1467	346	876	1338	24	1658	16	1842	11	993	1065	647	1048	1940	1051	2977	1236	32	1476	804	1081	32	1077	852	947	36	1245	3852	1153	4418	1556	1743
EIF2B2	602	247	59	130	512	541	804	112	105	162	33	45	88	521	70	616	170	135	80	3115	589	76	61	60	46	44	52	442	698	419	69	521	82	39	108	60	76	687	40	55	63	751	648	1	62	53	66	291	74	55
EIF2B3	3888	963	125	527	3564	3571	4229	1782	143	915	441	1391	109	1905	120	3482	558	533	932	1341	3446	1129	134	1437	129	755	135	1874	2524	2760	1264	2743	852	403	1310	170	1068	3175	621	112	759	4884	5286	126	1418	809	1287	1325	924	939
EIF2B4	302	174	1390	143	158	176	227	0	276	8	0	0	0	212	256	212	1390	0	0	138	43	0	442	0	184	0	92	234	298	151	82	341	92	278	0	370	0	339	72	390	0	367	169	246	0	556	0	1259	0	0
EIF2B5	1010	190	130	494	778	1275	857	481	853	38	23	343	659	1329	733	541	202	123	67	553	842	28	967	52	831	47	1337	862	1309	533	157	818	181	121	93	953	31	1377	299	668	25	777	1244	801	73	177	54	766	37	33
EIF2C1	9	499	0	1472	5	21	1	0	2436	35	3	322	1159	3	1324	19	0	2	35	653	7	3	1212	1	1434	3	1402	2	9	2	455	2	400	0	1	1813	4	1	206	1319	16	6	4	987	2	16	1	3	18	34
EIF2C2	536	339	300	9	602	390	735	24	8	15	2	0	30	288	6	563	330	6	2	156	586	2	8	0	4	2	10	205	83	349	2	357	2	192	0	8	0	481	0	2	2	839	857	0	98	88	0	526	0	0
EIF2C3	54	52	6156	60	29	27	21	91	68	221	125	299	869	141	105	92	4124	540	235	51	46	219	72	119	56	162	52	36	45	20	87	8	241	1476	204	79	243	23	112	88	78	48	25	58	975	1781	343	1760	198	224
EIF2C4	32	2594	5577	218	3	71	20	2	770	445	0	133	1299	14	640	0	4122	2	2	3597	21	0	828	0	771	1	652	4	13	23	205	473	186	1991	2	749	1	31	78	644	1	21	12	561	828	4307	0	3977	0	1
EIF2D	71	20	116	43	75	58	39	67	3	52	21	36	5	95	2	68	126	68	46	9	110	65	1	36	1	16	2	67	95	67	53	64	66	47	83	3	42	67	33	2	20	51	63	2	59	93	52	103	41	76
EIF2S1	99	519	336	18	124	101	77	36	8	8	4	21	69	137	14	91	168	29	13	14607	131	11	27	6	12	4	2	72	92	109	10	145	17	341	17	17	12	163	6	36	5	118	72	14	67	113	25	79	14	16
EIF2S2	135	146	0	126	147	107	209	141	10	294	112	119	35	114	26	153	39	166	127	127	223	184	38	191	20	251	22	199	133	124	38	115	96	103	114	20	101	125	41	58	145	108	139	14	203	79	339	85	151	235
EIF2S3	141	41	2401	24	178	152	138	54	23	18	25	27	341	115	9	139	1537	51	26	99	178	15	7	15	21	19	31	105	168	178	31	239	37	454	22	11	29	112	15	11	23	160	183	9	428	588	20	1479	16	22
EIF3A	1	88	0	71	2	2	1	2	31	23	6	29	80	1	43	5	250	2	2	215	3	2	144	1	61	0	138	1	2	0	20	126	17	0	2	94	1	1	47	73	2	3	2	88	125	504	0	627	2	0
EIF3B	0	168	8758	51	0	0	15	335	3	295	379	40	1044	5	4	95	7540	459	334	328	0	445	6	345	3	410	3	10	0	0	71	419	273	517	85	2	494	13	404	2	300	0	46	4	1253	5341	180	6902	312	471
EIF3D	41	398	70	1093	22	27	15	23	1263	15	8	76	993	32	970	28	54	20	8	121	53	16	833	17	1154	14	1295	48	51	22	345	27	148	18	5	963	4	16	173	946	10	49	17	624	39	38	14	55	4	15
EIF3E	10905	653	1649	731	5301	6445	4245	887	2	11	2	1	306	8882	2	5068	1683	95	0	400	7384	3	2	0	4	0	4	5478	6425	6856	1	4174	2	968	0	2	0	6408	3	0	0	7504	6069	2	191	815	2	3861	2	0
EIF3F	26	701	9241	333	38	44	47	6	415	132	9	118	1402	68	569	41	11157	17	10	1012	54	16	920	5	493	12	395	33	24	41	260	326	86	4690	7	571	2	50	34	803	16	33	56	641	758	5654	3	4816	12	14
EIF3G	75	1260	135	659	75	46	107	2	1478	29	0	262	2908	14	2217	74	135	0	0	653	83	0	1946	0	1566	0	1763	7	2	50	562	13	300	30	0	1764	0	43	117	1759	0	109	111	1402	0	90	0	67	0	0
EIF3H	1676	41	2428	927	1081	1533	210	106	12	1752	200	167	119	725	16	730	2192	182	78	53	1232	82	24	190	12	1625	12	183	1742	610	42	767	827	1781	848	8	137	270	76	8	78	1216	696	16	911	1229	1567	1651	111	159
EIF3I	6	378	1109	313	6	6	8	4	577	13	10	32	341	35	282	9	881	4	8	285	15	10	427	2	223	9	263	12	9	6	315	27	136	495	7	381	16	0	57	287	4	22	7	328	134	550	4	332	18	18
EIF3IP1	0	50	0	133	0	0	20	69	0	272	76	3	4	4	0	14	0	104	24	29	0	92	0	60	0	274	0	10	0	0	33	0	133	156	128	0	28	0	60	0	37	0	23	0	209	24	288	0	38	20
EIF3J	19780	1331	35	1718	38767	15184	18967	2420	1470	1154	1213	1708	1106	15900	2002	18853	204	1031	959	1874	16593	1064	1963	871	1758	1290	1295	8733	14609	19240	1509	21309	1188	761	1187	1768	1238	25376	1089	2087	1204	16872	16302	1992	1539	620	1243	13769	1152	1426
EIF3K	318	244	1011	154	131	152	111	155	90	166	80	110	211	99	45	148	1646	150	32	668	170	153	25	152	50	86	85	101	86	186	84	128	124	382	214	70	131	189	79	50	189	227	189	50	210	959	225	890	81	145
EIF3L	0	802	225	34	0	0	4	327	208	300	72	131	239	28	222	46	97	497	153	544	0	423	208	162	258	305	111	10	0	0	52	20	168	182	130	0	175	0	405	136	69	0	161	136	746	65	129	42	73	185
EIF3M	18947	717	6	733	52461	46852	19014	9630	52	490	251	190	108	23760	35	26399	2	829	168	453	18836	335	72	406	61	453	43	17190	25877	23218	147	26114	228	218	133	95	531	22238	175	77	392	15982	16596	82	203	34	455	11427	198	317
EIF4A2	83	249	1435	633	120	100	109	128	909	129	154	186	515	145	258	121	2591	129	98	59	153	234	399	117	214	108	267	61	65	33	604	59	285	71	184	413	202	71	125	219	127	58	129	391	128	1220	144	605	123	177
EIF4A3	132	552	1752	184	8	13	169	571	77	650	709	733	338	95	127	114	1696	1016	706	561	31	816	160	846	249	299	73	137	24	1	480	12	578	1339	748	186	830	76	502	150	300	20	97	208	1009	1319	750	909	695	850
EIF4B	116	905	517	562	43	87	69	167	1218	195	105	234	1186	100	1368	39	191	105	135	894	114	133	1646	143	1199	167	1021	84	114	15	653	10	239	204	165	993	167	28	175	877	204	89	88	1106	193	409	181	260	109	194
