	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	Sample21	Sample22	Sample23	Sample24	Sample25	Sample26	Sample27	Sample28	Sample29	Sample30	Sample31	Sample32	Sample33	Sample34	Sample35	Sample36	Sample37	Sample38	Sample39	Sample40	Sample41	Sample42	Sample43	Sample44	Sample45	Sample46	Sample47	Sample48	Sample49	Sample50
ATG9B	894	138	199	516	504	727	659	648	2119	489	185	527	1363	856	1091	88	105	247	504	55	532	555	1720	843	2522	474	1331	536	165	621	975	489	960	486	614	1324	525	1086	798	1681	333	435	39	2422	352	329	658	283	212	1005
ATL1	6915	8988	7552	9509	7027	8705	9816	7661	10784	9593	12557	7781	12870	7847	11781	8679	13583	8193	10046	7160	5438	8675	16592	9208	15842	11795	9163	6094	5726	8484	14193	6041	8800	9275	8938	21270	7289	10294	13590	9629	8921	7449	7279	15669	9464	11794	8882	8549	10881	7872
ATL2	5443	2472	2416	1076	10450	9124	7115	4001	798	3176	3279	2356	1304	11773	1379	9219	868	4381	3231	1585	4445	5946	1445	3501	1220	3841	975	5607	5126	6373	3781	9645	1797	3254	4098	1201	4557	6747	2137	1724	2248	6803	6297	895	4050	4056	5071	3795	1659	7152
ATOX1	1961	1619	1796	2032	2702	2115	2160	2487	1112	3374	2765	1748	1312	2074	1128	2480	1497	2538	2875	1524	1761	2137	1018	2622	1053	3474	1178	2617	2426	2362	2044	2761	2358	2573	2732	1159	2622	2699	2625	1350	3355	2635	2203	942	2479	2088	2929	1658	2925	2093
ATP10A	474	281	1750	1102	474	1249	282	579	2	311	372	740	35	473	6	634	157	161	820	547	417	460	8	439	4	472	6	1193	1004	363	846	315	308	695	712	4	450	475	239	14	53	777	832	2	683	1044	54	1114	304	0
ATP10B	1033	3204	316	4609	3507	2495	1663	502	6714	662	677	2913	7050	1180	3601	2502	250	434	1279	4083	847	126	6223	1204	6711	1438	6111	2462	1239	2592	3846	4099	2758	657	507	11123	1490	1712	2306	4424	1485	1022	1328	6150	1531	457	933	863	1531	1907
ATP10D	3088	1535	2116	2155	2118	2415	1946	1211	1746	540	1481	1940	2615	1722	731	1416	2963	1574	1248	965	2325	1202	1724	1078	2156	1561	1893	2058	2543	1835	2081	1727	1661	2110	1353	2807	1613	1926	1834	1231	2009	3061	2517	2528	1177	1610	919	2618	1634	655
ATP11A	2117	3083	3888	4171	766	2358	1266	2141	2017	2392	1458	1709	4775	1098	2511	639	2093	2678	1657	3279	1895	1581	4957	1203	2755	1189	1628	1332	3030	2593	2874	1745	4574	1612	1977	8500	2431	2180	1746	2149	320	2266	1384	5565	1625	1071	1534	1047	1402	463
ATP13A3	7575	5844	5536	8547	5943	7380	8347	7857	4237	4866	4633	7981	4241	8506	3662	6167	5866	5307	6921	8352	5672	9014	6413	6982	4743	6338	8158	5461	7797	8050	7859	7470	9159	3983	7365	3550	5777	8597	4726	2711	5674	7653	9700	4920	5905	5590	6339	5316	4762	5301
ATP13A4	19267	2445	1952	9272	22946	24124	15133	9627	1802	7613	6988	8329	657	22238	1802	20609	3894	6105	6573	3386	27367	4843	2329	4951	1264	4625	1307	20390	21734	19621	2586	23899	3795	2769	4559	1739	3205	25041	2734	3230	6837	17767	19325	1499	10625	3382	5695	15623	6388	5993
ATP1A2	124492	51144	63301	50919	99375	101598	78513	67087	25031	45281	52663	47930	20720	97814	27326	108264	45901	38387	42638	64204	144781	56141	31389	42877	28244	31777	29211	86069	134985	72463	38500	126637	35928	45003	42195	23785	32735	109201	34009	37855	36481	116167	114864	23664	61116	45772	52726	90499	34699	32458
ATP1A3	1075	402	885	735	1071	1463	1121	1119	360	1314	1195	860	686	1187	276	1093	1783	906	1422	448	836	881	438	1157	404	1437	457	1404	1331	1124	1164	1054	1136	677	1170	570	1119	1466	1001	310	1040	1547	963	436	969	1575	1096	783	1165	1615
ATP1B1	47857	42892	30427	44620	51820	43256	49104	55133	53073	61320	64730	51740	54939	49142	48052	50781	45767	67069	61763	37911	46981	58836	51148	61876	48923	89432	56976	55271	48574	56372	62123	43309	52171	56343	60999	47301	70943	48092	62122	38395	60915	52260	49378	48802	54255	48846	55726	42002	61005	62363
ATP1B2	112747	38743	44659	47964	91889	89197	75199	57996	39097	37409	46215	62696	27547	91677	38831	97441	43084	33370	46848	27229	119332	47889	40650	39413	45224	45246	50634	91475	115895	74558	50790	115791	40857	44477	40834	35879	45111	98633	48471	44585	47730	97926	90081	33320	53586	42787	43264	69793	42299	40443
ATP2A3	5	0	0	3	2	3	5	15	0	6	8	4	3	73	0	11	0	11	81	3	0	79	0	80	0	82	0	1	0	2	5	2	159	72	86	0	84	0	6	0	0	2	5	0	14	3	149	0	8	73
ATP2B1	38166	20684	21692	11956	33649	36255	33139	24080	7298	22011	26359	19880	14356	34203	6582	32842	27273	28449	24949	16822	25915	26240	7594	23933	9233	31251	8920	38867	35050	33693	20997	24793	18831	21339	20214	9320	22150	40213	25376	7596	25597	39799	35078	8630	20069	23467	22794	13568	25027	23810
ATP2B2	7737	3015	2250	4323	5178	5949	5521	4833	2687	6621	7118	5410	2833	5986	2824	4368	5239	7035	6276	3153	4424	5378	5427	7185	4807	10869	3092	6514	5925	5391	5895	5020	4294	4360	5194	3366	6178	6944	5157	2031	5370	5709	4756	4020	4829	5761	6080	2676	5646	8441
ATP2B3	1255	434	375	520	1522	1003	912	1147	456	1049	3242	1587	801	1257	382	989	751	1580	1722	238	1460	2114	467	1715	413	949	563	1159	1292	1173	923	1440	1572	729	1749	301	914	932	1557	477	2079	2288	545	393	1154	1492	1493	323	2751	1231
ATP4A	2	0	5	1	0	0	0	8	0	5	8	2	1	0	0	2	4	5	7	0	0	2	0	5	0	3	0	0	0	0	4	0	11	8	7	0	10	0	8	0	8	0	1	0	8	3	3	2	7	2
ATP6V1A	35555	43872	35099	27163	37024	38004	47724	34983	26910	38821	50272	47425	28965	37390	26832	44407	41038	54106	60068	38656	25182	48949	27447	45840	24935	64048	22908	36936	29591	34770	45571	38525	32890	37929	45026	25315	45729	43598	44404	25873	42198	46619	48978	33090	43737	42514	53674	37709	53330	44074
ATP6V1G2	785	179	0	186	1124	1320	1217	331	92	340	465	323	83	684	40	1302	0	502	449	188	545	486	43	1270	70	1131	58	1247	1121	1371	1034	783	702	770	324	83	1476	1336	322	61	388	1103	1435	89	601	805	329	319	924	2178
ATP6V1H	7746	4980	6155	8968	10957	8136	10203	8709	3044	8497	9443	10488	6941	6071	4446	11072	9610	9155	10051	6102	5792	8985	5580	10968	3807	12408	5875	7991	7463	9686	10107	5848	10781	5082	11805	3715	11175	10748	10808	3590	12616	8723	11907	5127	10460	11227	11867	5450	8371	10643
ATP8A1	13498	13229	2721	20087	12586	12809	11053	6897	26817	9464	12160	12363	18499	12640	29947	16271	4769	7931	14648	7323	17638	9744	17888	10500	18868	15088	13909	8787	15659	9301	21253	12114	10182	10550	11917	21616	13308	13617	10622	35063	13321	17175	16079	26214	10030	4674	11740	10966	9442	10972
ATP8B4	1533	263	116	320	583	840	903	352	149	353	347	102	299	1142	108	582	118	301	290	432	541	409	164	106	106	111	175	1690	682	861	286	764	273	66	240	95	99	493	72	134	137	1042	788	121	197	390	112	135	298	346
ATP9A	8517	4387	14098	5833	8112	10545	11903	6553	5922	9118	7961	6688	4511	9233	6456	7367	21272	9059	8399	3064	7957	8641	6008	6584	5534	14674	4898	6552	6005	10163	6631	8446	8253	6452	7931	4203	9856	13858	8055	4610	8958	9656	5642	5175	7273	13508	8283	15414	10067	7591
ATPIF1	11386	9643	7372	10869	12145	11593	11743	12189	12574	13048	16100	13185	15357	14430	11467	12553	11646	16886	18349	7589	10154	14038	15559	15648	11358	17834	12924	13216	11091	12638	13183	9268	15145	10535	14932	12578	15816	14935	14851	10141	12821	12672	11920	13014	13032	14382	12368	10418	15855	15779
ATRNL1	2114	937	1896	3079	3406	3062	5072	5119	2756	5413	9218	4209	1333	2638	2360	5292	3196	5373	7175	5568	2597	7974	3247	5286	3223	4761	4184	2896	2933	4013	4594	2514	4033	2505	2696	3383	2297	3785	5728	1170	4636	4380	2624	2383	5864	4483	7656	2837	8361	4907
ATXN10	8009	7606	6113	7598	11671	8386	11770	7778	5935	11954	10831	8600	10941	8018	9138	12646	10486	9316	10890	7035	8532	11230	10222	7711	7952	9866	7696	8200	10896	10379	11024	8811	10041	8307	11186	10567	7777	15661	11650	6704	8238	8848	11579	9882	8963	13436	8658	10242	11873	9465
AVIL	1213	196	4459	267	3103	1853	1661	435	98	1065	727	659	917	1732	66	2442	3666	623	1603	651	1104	902	42	319	185	1174	138	1394	1133	1708	190	2706	572	3368	780	105	358	1523	851	158	1164	1621	1271	161	1395	2768	1081	2888	698	1239
AVPR1A	3	0	0	252	3	1	1	512	0	251	503	252	0	0	0	3	0	7	505	252	0	0	0	257	0	3	0	1	0	4	251	1	9	0	7	0	258	0	254	0	0	1	0	0	512	0	4	1	4	0
AXDND1	4	3	0	27	0	0	4	14	4	17	9	13	2	0	3	4	0	55	5	2	0	1	4	51	2	11	5	0	0	0	2	0	13	57	30	4	54	0	23	1	20	0	0	0	33	0	25	0	9	44
AXIN2	1161	827	2666	767	667	920	1124	986	43	58	871	1035	157	976	58	901	6091	799	857	1183	957	2292	66	968	45	762	59	969	857	556	1258	1297	1390	2709	856	103	981	1233	580	64	493	1468	548	52	2437	7461	1560	4853	495	620
AXL	81483	40059	21506	51472	73116	81816	51520	48184	25039	26518	38955	46572	20455	78338	24066	77405	10442	24409	36020	50614	98306	23642	21966	19435	25397	29909	28779	79411	79054	71079	40387	107380	29488	23991	26591	20726	23322	81400	35655	33211	34713	83190	90920	23276	39085	18459	21975	56271	30775	30950
AZGP1	2	59	50	21	0	0	0	65	69	148	132	85	80	0	93	0	38	49	116	21	0	165	52	260	44	134	82	6	0	0	19	0	56	76	174	84	99	0	289	86	210	0	0	115	193	67	162	21	124	239
B3GALNT1	8368	5397	5527	7338	10986	8937	11385	7875	7725	7366	7266	7195	6042	7418	6448	8892	7238	7147	9985	3606	5799	11249	9077	10312	5128	14094	9060	9601	11467	8718	9806	10394	7838	8108	7407	7080	15420	11716	6874	3539	9125	9962	6965	3299	6007	8421	7412	8291	12552	11430
B3GALT2	2043	1217	763	2089	2516	3245	2958	2957	698	2604	3967	2410	1010	3222	707	2321	803	3448	3915	1354	1155	2404	841	1921	851	3351	864	4315	1770	2698	3700	2874	2586	2494	2746	900	2366	3038	2874	759	2428	3350	4307	971	3247	1642	3892	1133	3281	2666
B3GALT5	318	0	0	0	90	45	0	68	0	7	0	0	0	45	0	93	7	6	3	0	45	0	0	13	0	3	0	45	0	180	0	135	9	0	20	0	6	90	3	0	0	90	90	0	23	7	10	90	3	0
B3GNT2	222	1584	33116	337	167	169	253	244	393	1749	1100	1160	6000	101	1453	197	21398	2037	1364	2357	21	352	379	187	206	288	1013	198	100	182	1308	2618	2967	8594	1137	784	1063	164	277	1013	152	230	156	722	5648	15930	283	8783	245	190
B3GNT9	79	49	46	1	76	152	0	95	0	302	708	665	58	76	0	119	374	814	1413	28	0	66	0	752	0	480	0	380	304	76	133	228	792	727	72	0	932	152	695	0	829	208	0	0	2010	740	792	138	39	1519
B4GALNT4	339	328	189	385	465	238	237	174	945	77	94	123	926	620	624	420	155	239	114	148	261	194	1180	154	387	130	1012	189	429	202	381	303	392	145	117	686	105	395	111	622	74	446	523	642	90	171	315	331	88	130
B4GALT1	3254	1857	2964	3978	2482	3179	2805	6394	225	2958	5963	4420	534	1897	226	2255	2032	2845	6148	5510	4232	2439	222	5384	222	2176	222	2962	3702	1638	3132	3412	3309	2552	2830	667	3040	1545	3029	6	2016	4273	2927	448	4796	2842	1110	2858	2582	2753
B4GALT6	8306	2285	4311	4909	6000	3917	4971	7351	4382	6780	7998	5611	2892	6995	3419	3727	7462	7610	6946	4025	3363	6985	3013	5715	3545	5858	6077	6280	5345	3629	3061	3968	6126	3532	8778	4971	7990	3370	9281	2056	9648	6816	5920	1571	9039	3141	8329	6832	5682	5512
BAALC	13925	17557	10845	12441	11109	9962	10402	11018	8666	8005	6408	10766	7945	14487	7628	11177	14150	7555	6968	11138	17771	10395	7149	8694	6815	6534	8576	15426	11027	10484	10637	15403	7284	11082	10056	6032	4159	13304	6496	11711	5742	14592	11292	7354	8124	9135	9685	8925	5705	11449
BACE1	6234	9073	3543	11489	6723	6423	7803	10366	20341	10481	11141	10792	15999	4688	19800	5584	4032	6715	10286	7046	3406	8557	12305	10532	15969	10465	20642	6102	5422	6723	10808	6475	9945	7457	11320	16540	10364	6313	9428	16382	10395	8216	7710	14828	8934	7032	6212	3049	11069	9758
BACE2	188	584	0	265	205	389	29	9	282	128	113	659	856	196	1102	208	1	239	116	329	10	3	331	8	822	7	577	927	758	204	129	568	356	113	125	34	118	399	3	903	0	212	10	807	121	0	8	10	5	5
BACH1	3390	10092	2248	6209	7621	6003	3802	4537	6652	4034	2644	4229	5311	4745	7347	5806	2668	2325	3598	8577	7091	2258	5806	2724	4963	4021	5703	5921	3414	7753	5287	5773	3530	2568	3433	4455	2578	3920	3007	6436	2674	5417	6322	7828	3716	2086	3170	4297	1756	1844
BAG2	328	700	0	1199	289	432	116	433	3200	311	182	302	369	246	1482	316	25	489	394	28	423	228	896	520	1516	715	897	1339	800	435	1981	596	1399	493	70	926	444	495	32	1210	292	231	17	1522	110	329	573	293	239	149
BAG4	53324	24067	15946	31727	43611	44266	45300	42835	32013	42807	49468	38716	33620	39685	30653	31408	31982	47677	56068	23607	35080	45226	36173	55249	30141	62894	32008	45271	38215	43768	47454	38819	43489	42800	45034	29856	52401	53954	46532	24894	41192	51317	51425	35936	45766	36996	37742	24059	53833	53583
BAIAP3	414	105	578	523	666	206	202	464	422	1102	540	391	417	325	310	349	1090	417	304	499	277	539	226	1394	381	1277	621	654	32	538	1039	20	945	1151	664	580	930	684	703	305	931	173	659	314	897	917	1357	277	776	1381
BAMBI	129	1421	2783	1079	147	217	303	845	1391	1343	1165	1348	1918	120	1654	47	1513	2697	1509	453	79	1678	1317	987	1605	626	1905	158	54	104	1654	108	3465	1863	1537	1149	1474	77	843	702	1077	36	83	777	1866	1387	969	1599	539	845
BANF1	2117	1365	2371	2252	1984	2483	2240	3193	1866	2954	3683	3088	1846	3027	1400	2280	2452	2574	3909	2211	1935	2350	1453	3128	1724	2933	2482	2581	1876	2245	2139	2190	2586	2301	2366	2176	2676	3395	3121	932	2252	2304	2132	1467	3240	2396	2340	2461	2816	2638
BANK1	2	1	3890	5	4	6	4	19	0	11	4	8	778	7	0	6	1562	6	5	4	4	0	0	8	0	5	0	8	1	3	0	8	3	0	14	0	2	7	1	0	8	5	9	0	801	784	7	2339	9	0
BASP1	2407	2521	2826	3439	2688	2345	3023	2724	3056	4035	3610	3522	3028	2615	2827	1687	5541	3275	3125	3049	2159	3056	2726	2356	3163	4085	3459	2308	1981	3020	2997	2440	3385	2430	3397	3042	3329	2044	3482	2859	3406	3405	2979	2835	2719	4328	3504	3013	2771	3172
BATF3	415	48	234	6	268	667	64	91	377	12	24	766	754	10	377	805	234	14	2	393	268	109	377	45	377	50	377	134	868	667	30	402	382	53	111	1131	9	536	145	0	156	335	807	754	51	168	15	52	49	109
BBOX1	6363	1594	2048	1800	3347	3722	1934	1516	2358	476	1003	723	481	3474	2358	3373	936	575	664	967	7192	671	4093	261	1577	351	1127	2870	4662	5001	1039	5283	931	850	328	3298	300	4537	1163	4085	715	5354	3869	2209	853	1426	597	2884	1106	324
BBS10	2633	264	194	1482	2939	5391	2639	1387	284	1609	809	352	386	3439	248	3092	660	3041	2276	149	5530	2392	343	1714	203	1406	382	2338	2024	1863	824	2634	973	1164	1528	522	768	4225	1109	227	1032	2447	3443	185	1148	695	2285	1588	1791	2218
BBS2	33594	17456	3533	18906	28856	27243	21281	14761	19495	6565	14270	13070	14561	28873	16448	27897	6668	10071	9412	12323	32682	13700	14472	15168	15991	11335	20135	22645	29173	24807	16405	27985	13123	4601	10352	14980	10223	30473	10635	15227	12287	29879	20701	15553	12559	10117	14767	14561	10032	11875
BCAN	13747	13866	13118	6947	10544	15369	10105	14451	2264	10205	8440	7697	4773	10796	2529	12655	11597	9946	9970	11673	18754	21114	3224	11243	2864	8918	3199	9120	16402	8217	4184	12022	8143	11686	14334	2314	10097	15141	10577	1977	14908	13475	15346	2163	10318	16503	9112	13549	9328	14524
BCAS1	516	26119	7397	10548	4505	4538	3054	6274	16584	6189	3517	8727	15103	2459	18536	2652	4696	5355	5419	27064	402	10332	15974	7858	15982	5715	15170	4444	3021	5302	8402	4810	6615	9156	8953	19264	8167	2468	9501	12227	8623	1658	2903	16772	5001	6974	4453	1701	6551	7961
BCAS3	3252	3034	772	4038	3795	3899	2854	5853	3728	3294	3871	5802	3443	3862	3315	2806	946	4442	3423	4108	2566	4247	2944	9025	3034	10233	2484	6824	2833	3614	9929	3881	6171	6377	6289	4612	11607	4056	3890	3206	2760	3521	3148	3628	4089	4902	3994	2244	11589	14932
BCAT1	13488	21040	11384	15360	10765	15439	12760	14191	37641	10072	13904	19475	24738	12748	27285	8179	13868	15100	15937	26414	10657	15177	16025	11736	32553	12895	48647	12398	11977	9904	17855	9107	12958	9163	14802	27664	11600	17376	10916	17593	12266	12302	13121	23779	14220	13033	10641	14827	13058	15038
BCHE	1634	5871	137	2800	1757	3239	1509	3222	6654	2546	1101	3853	6110	2344	4404	1226	153	3713	2170	5205	274	3381	3873	2819	8325	2482	9325	1631	3112	534	3763	682	3442	912	1423	4211	3266	3646	2396	4109	1237	636	2376	4959	2851	1419	2115	460	2279	4091
BCKDHB	1945	1132	6223	1445	956	1342	972	958	814	2815	1212	744	1884	1875	632	1469	2210	1093	1046	865	1057	1134	1037	1846	480	934	897	1452	1122	1407	630	2197	819	3372	1478	601	1163	1824	1227	516	881	1609	1863	581	2016	4308	2107	5246	1228	925
BCL11A	9495	2583	19413	4505	7571	7373	10381	6216	1889	3256	9292	3503	2136	7393	2294	7027	14225	6112	6545	2522	6204	5677	2564	6584	1613	5019	1169	5197	6731	8752	3427	2917	5788	5918	3217	1859	5228	8663	6621	2161	9219	8417	8075	1379	4112	19815	7158	12330	6018	5839
BCL11B	287	1804	1320	1476	500	769	1142	2391	743	1552	2560	1499	2854	638	634	1514	3520	4596	2642	603	546	3921	1060	1075	1057	2372	610	1123	436	1214	2165	539	2562	2940	1569	1324	2102	1101	2986	742	2470	1130	793	1324	3269	2479	2062	1675	1898	2006
BCL2	1271	225	9162	363	1004	1244	1180	819	64	605	934	686	202	1390	50	1707	12112	428	1289	488	1312	673	64	549	73	869	51	2366	1596	1140	293	1538	333	5177	773	47	337	1538	437	58	1124	1249	972	66	1719	5743	1001	5796	818	217
BCL2A1	3077	6552	180	5083	2092	3117	157	2778	9	38	5102	2560	6	1109	12	1111	180	5167	5111	6771	2220	2829	6	7636	15	253	6	71	3015	1129	232	1171	7611	2576	238	12	211	42	630	3	3174	2050	1231	12	221	340	519	1087	2543	3005
BCL2L10	387	257	0	0	86	86	86	56	0	5	257	5	0	86	0	1	0	7	258	0	0	5	0	17	0	1	0	0	43	86	10	43	3	257	7	0	2	43	258	0	514	0	172	0	517	0	6	0	1	262
BCL2L2	1214	471	2782	738	1226	1361	2400	972	607	1107	1790	877	825	1311	760	1419	5145	1682	1675	753	1570	1105	536	1073	325	2073	802	2100	1922	532	1651	1278	1389	1620	655	723	965	1312	729	477	1560	2245	1799	547	1512	2656	2361	3656	2262	1329
BCL3	66	0	372	70	40	98	6	18	0	10	4	19	88	38	0	43	228	10	28	0	38	17	0	17	0	9	0	98	61	50	24	16	21	7	25	0	6	42	9	0	2	72	71	0	95	85	12	304	14	19
BCL6B	8	0	5	134	1	1	2	170	0	7	17	302	0	1	0	7	5	29	293	6	3	134	0	148	0	8	0	3	3	0	270	2	173	3	282	0	14	1	42	0	0	3	1	0	288	138	6	5	191	6
BCO2	5032	1852	430	2664	2497	3463	3188	3169	3424	3366	2763	4025	4162	4648	3295	3198	1266	3964	2394	2034	3591	2374	4064	2804	3202	3276	2993	4895	3331	3049	3890	2951	3340	2885	5061	4105	4818	3346	3639	2801	3611	3204	3694	3542	3058	1949	3055	821	2659	3984
BDH2	3684	1949	5820	2490	2569	2993	2015	2683	1972	1482	3550	364	1826	2103	1336	3076	3317	1328	1790	1893	3028	2694	2188	1471	1154	1401	1058	2532	3476	1969	1719	4220	2128	3481	2052	2495	751	3137	1916	1525	1325	3889	3442	1574	2225	3925	1986	4475	1499	1304
BDKRB2	2	0	0	89	0	0	0	10	338	4	2	54	247	0	142	2	1	4	4	0	0	0	267	6	392	3	196	0	0	0	55	0	27	2	8	247	7	0	59	284	3	0	1	358	9	2	3	0	2	3
BDNF	677	11	365	482	747	603	893	1203	15	1348	1167	393	96	702	6	144	670	111	704	197	602	470	13	768	12	621	12	523	483	659	331	512	973	307	907	27	673	216	1493	16	590	365	505	24	894	573	1040	187	537	240
BEND4	1800	254	8	3084	1210	1170	1150	6630	1510	2707	5281	727	1189	2480	1871	1230	15	1113	3731	591	779	388	1229	1851	743	1343	2016	1330	843	464	1178	1165	6186	2575	3483	1755	6636	1000	6148	1140	7412	1839	2739	1477	1064	169	1685	228	1414	739
BEND6	4298	1534	17	780	4704	3362	3025	2525	124	1052	1019	2311	261	6137	126	2557	142	1704	2579	581	3518	2096	181	2012	141	3057	190	5251	4269	4593	528	3415	1831	750	2623	326	1499	3482	2018	203	1674	3017	3369	209	1015	1443	488	673	2950	2153
BEST3	38	376	0	40	32	72	36	102	27	75	170	82	114	50	108	44	0	46	42	494	1	8	81	49	81	5	54	35	67	10	61	4	56	2	21	27	56	70	86	27	70	0	61	27	12	66	10	0	118	0
BEX1	21738	12274	10784	15176	26879	25122	28468	21756	9203	19468	26225	17252	16075	23043	11071	27051	21834	23439	21166	9263	21185	19151	13309	26826	10586	33409	9538	25433	23657	30438	25156	19925	18270	18169	22222	10225	28966	31633	20844	8405	22647	28396	22155	11333	19980	23201	20680	20455	21144	24151
BFSP2	3	0	0	1	0	0	0	10	0	47	1	15	1	0	0	4	0	7	4	1	0	16	0	6	0	3	0	0	0	0	1	0	10	30	37	0	6	0	3	0	0	0	0	0	24	16	3	0	4	30
BGN	337	2575	6563	656	444	582	431	568	257	887	1453	852	1654	331	771	633	3099	1704	1146	5099	515	148	1542	190	514	470	0	636	335	207	1054	954	1988	1868	1136	771	811	539	403	2056	376	177	518	771	2068	1639	105	1715	58	188
BHLHB9	7573	4953	2153	3316	7199	6590	6607	4701	2176	5792	6571	7021	3710	8691	1360	6134	4098	8668	8563	1654	4189	8186	1535	8265	2054	14737	1942	7832	7420	5208	3616	5599	4348	2460	8802	2871	4017	6983	6679	1334	4560	6535	6720	2089	4955	6219	5111	2791	11796	9810
BHLHE22	1	64	256	214	22	22	68	73	485	81	137	29	212	1	340	64	64	38	39	32	21	104	98	112	514	31	326	41	22	82	178	1	198	135	52	135	12	43	148	393	70	44	1	368	79	186	106	1	105	0
BHLHE41	11484	4971	3794	4740	11399	11040	8380	6531	4413	3480	4272	3773	5474	9481	3663	11844	6262	4456	3839	5714	9633	4732	3249	3885	3869	4290	4542	9063	11240	7698	3284	14341	4594	3283	5394	5409	4402	11342	3495	4461	5984	8683	9771	4928	2756	5018	5061	9483	3464	4106
BHMT2	899	394	84	269	1250	1210	1704	112	162	207	214	270	59	1390	162	1293	175	343	191	75	726	589	108	14	108	289	162	611	1694	1873	257	2009	528	211	691	54	166	1919	903	324	826	1900	1413	108	478	87	41	1274	273	621
BID	1713	916	2278	633	1574	1313	1836	1901	404	1950	1317	1057	1078	1674	355	1179	1348	1846	2313	1225	307	1687	470	2000	316	1477	476	1795	845	865	1285	2207	1650	328	1012	618	2006	1346	975	333	2007	1945	1561	286	2447	1577	1893	1165	2617	1304
BIN1	1213	1854	2305	2386	1053	1180	948	1653	2000	1493	1769	2095	2378	911	2595	867	2413	2158	1833	1693	1243	1523	2427	2105	2502	2576	2569	964	1326	1558	1815	1920	2585	2493	2009	2836	2586	1007	2302	1914	2662	2040	1104	1897	2764	2385	2064	1174	1649	2413
BIN2	22	12	0	22	15	19	2	8	37	0	11	17	24	10	45	16	0	18	3	6	17	0	7	18	7	21	6	0	19	8	12	7	10	11	7	29	18	4	7	62	1	18	10	54	6	1	7	9	1	2
BLNK	3249	195	1764	1450	844	3476	2065	1512	1306	151	87	2353	2304	2939	1367	4018	1765	83	72	1254	6143	76	1126	91	1123	69	1126	2008	2689	5305	133	7119	1175	485	124	3430	22	2203	114	375	53	4086	2045	2487	48	1266	108	1179	60	222
BMP1	635	286	30	53	156	170	26	201	95	357	172	140	47	12	90	6	154	68	187	291	628	213	53	429	126	304	90	2	474	4	179	314	97	312	362	96	258	316	277	35	233	316	158	83	227	104	93	15	465	208
BMP2K	13245	5531	5913	7431	12999	13141	9715	6036	4738	4305	3119	5466	3404	12529	4471	10592	3008	5700	3971	3719	14922	3235	3030	4857	2991	1539	4428	9444	15590	10748	3997	14751	3224	2355	1927	2407	1679	11083	3790	8411	1617	13361	13693	3433	6308	3200	5171	10464	1564	3485
BMP3	62	18	0	335	0	86	130	805	20	1129	599	1104	30	128	20	63	0	411	1614	583	130	707	30	925	20	772	30	172	144	86	12	14	1116	205	1339	60	516	376	797	30	129	58	133	30	66	698	1206	58	1613	460
BMP4	565	12	234	0	442	386	358	179	0	24	0	12	39	358	0	28	117	12	12	0	28	12	0	0	0	12	0	56	179	414	12	179	0	129	12	0	0	263	12	0	12	0	800	0	12	78	12	117	0	12
BMP7	3878	2405	4064	5598	3821	2842	1956	2566	5522	1866	2176	1443	2897	4525	3792	3675	1895	1927	1327	803	3324	2315	2858	687	2642	1173	1873	3109	2218	3909	912	5127	797	3860	1282	2514	830	3385	601	4659	1208	2823	3924	822	1387	1989	2003	2948	380	1040
BMP8B	19	62	0	33	21	32	21	13	31	5	12	63	92	29	124	28	0	3	4	31	7	10	38	1	95	2	66	54	27	16	2	28	15	0	5	5	0	31	15	93	8	4	18	95	6	5	7	17	7	2
BMPR1A	1762	162	76	535	1301	953	958	741	614	555	927	1022	782	2032	439	1519	90	424	1144	495	1281	746	352	310	485	1644	554	1154	513	1286	525	1557	185	600	1148	640	897	1151	512	118	492	1333	1820	312	341	137	571	297	309	437
BMPR1B	73163	16779	2190	34539	63999	62321	51938	41877	23305	21270	28027	27853	6992	64065	22832	65323	6323	25326	20974	6654	71772	32579	26426	24387	20638	13365	21181	63617	66232	56176	17872	85860	23461	7580	13977	18837	14124	70487	21086	34961	19992	64180	69898	18543	29309	6696	31931	38411	9604	28898
BMPR2	16775	13866	31360	9191	16350	12774	16279	11761	5733	18983	14483	11191	8386	18586	5436	14003	22194	12689	16559	15664	13995	11435	2998	12948	4861	13695	5444	13383	17226	12051	9546	17057	10777	11430	8511	3260	11487	14761	13054	6752	11089	18358	12833	4009	16279	22771	11523	24964	11432	13804
BMX	1	2	60	1	0	0	0	3	0	1	0	1	2	140	0	1	1	3	2	2	0	0	3	282	1	4	0	2	0	0	4	12	6	28	143	6	143	0	3	0	1	0	0	3	4	24	143	24	144	1
BNC2	638	1088	8	1072	635	1657	122	45	3	29	48	27	5	760	2	759	5	64	54	507	1118	29	4	76	2	9	2	1658	1025	754	4	364	83	26	11	9	15	635	8	2	29	1026	1388	5	18	5	10	635	30	28
BNIP2	6032	7827	4203	1445	3994	3288	2708	3326	2407	1705	935	1451	2031	3264	2312	2930	1626	1188	1188	6158	5258	1228	2415	1179	3097	1211	2858	3277	4572	2636	1844	3272	1164	2705	1056	3449	2328	4995	1383	2253	873	3579	3159	2767	1383	2913	494	3301	2006	1491
