	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	Sample21	Sample22	Sample23	Sample24	Sample25	Sample26	Sample27	Sample28	Sample29	Sample30	Sample31	Sample32	Sample33	Sample34	Sample35	Sample36	Sample37	Sample38	Sample39	Sample40	Sample41	Sample42	Sample43	Sample44	Sample45	Sample46	Sample47	Sample48	Sample49	Sample50
WDR6	0	0	12	11	0	0	1	0	13	18	0	23	18	0	0	0	0	496	13	15	1	30	11	1	22	7	36	1	0	1	7	3	21	2	3	10	15	2	4	19	11	1	8	12	14	10	5	3	13	15
MAP4K5	14	6	0	0	4	10	11	7	0	5	50	0	0	7	49	6	7	241	0	0	3	3	0	5	0	0	7	5	4	9	0	43	0	0	13	0	0	10	0	0	3	3	0	0	0	0	1	8	0	0
PKP3	160	120	2	38	127	113	215	105	6	11	117	6	4	141	224	72	100	21	7	2	120	40	5	67	3	2	34	132	104	93	6	186	3	172	155	1	2	174	3	0	39	157	103	2	1	5	101	59	0	4
NISCH	66	139	5488	2651	201	88	290	104	4572	211	187	7523	5333	110	227	197	326	86	5479	6727	183	123	5324	2003	5337	4473	139	173	545	331	5213	147	5817	238	192	5202	5963	218	5074	5629	2594	70	1936	5731	5434	5139	1353	1181	5862	5629
CELF3	0	0	297	108	0	0	0	0	342	46	0	318	341	0	0	0	0	10	241	334	0	20	467	61	306	450	17	0	0	0	214	0	420	0	0	412	255	0	211	401	218	0	29	434	499	449	27	206	430	594
WBP4	6	31	1	18	5	111	40	192	0	32	50	2	3	55	139	17	40	47	5	1	23	42	0	74	0	2	93	11	122	4	1	79	1	110	56	0	2	19	5	4	3	31	16	5	3	3	31	3	0	9
ABCB8	32	46	34	35	60	38	25	33	7	66	46	13	18	33	22	40	43	33	10	4	51	95	10	36	25	8	23	54	15	55	19	62	18	29	34	39	13	42	15	5	23	43	21	45	19	11	19	28	13	32
SEC23IP	34	138	0	98	17	13	16	6	0	12359	10	0	0	70	57	16	15	17	0	0	117	12966	0	101	0	0	12627	12	79	19	0	85	0	18	21	1	0	121	0	0	4	25	3	0	0	0	43	7	0	0
ANXA10	6	0	0	6	6	14	0	7	0	6581	8	0	0	6	3	4	4	32	0	0	4	3740	0	4	0	0	6055	10	3	3	0	4	0	4	7	0	0	6	0	0	0	5	3	0	0	0	3	3	0	0
CHEK2	258	213	0	56	153	239	116	237	0	1645	102	0	0	178	357	80	121	8	0	0	132	273	0	191	0	0	3005	86	149	184	0	144	0	141	118	0	0	77	0	0	82	173	70	0	0	0	123	76	0	0
MST1P2	736	752	1	354	642	767	760	549	0	18	665	0	0	676	704	564	908	203	1	3	654	18	0	636	10	1	15	716	812	624	1	759	0	604	631	1	0	534	3	0	194	609	439	1	0	0	599	459	0	0
PROSC	1	1	28	27	1	1	0	0	40	0	0	46	56	1	0	0	1	0	37	47	2	0	56	7	37	26	0	0	1	0	54	0	44	0	1	43	44	0	25	42	19	0	27	27	35	49	9	15	43	40
IRAK3	1	0	2	3	0	0	0	1	0	23	0	3	5	1	0	1	0	0	8	10	0	22	17	0	14	6	21	0	0	1	8	2	4	0	1	3	4	1	6	3	2	0	2	1	7	1	0	0	3	4
AKAP13	6	7	425	443	8	7	1	12	319	147	7	485	914	2	11	8	5	375	498	644	10	266	977	153	663	676	278	9	4	0	599	4	867	15	3	586	673	3	494	1164	403	9	223	865	331	915	86	183	575	724
AKAP11	0	0	10	8	0	0	0	0	8	20	0	14	16	1	0	0	0	11	5	7	2	23	4	2	7	1	18	0	1	0	7	1	2	0	1	1	21	0	7	11	3	0	1	18	24	4	0	2	3	14
AKAP10	27	36	1	41	51	34	33	39	0	2	24	0	0	28	59	16	34	123	0	1	28	0	0	19	0	1	1	52	64	34	0	35	0	20	17	1	0	27	0	0	34	27	18	1	0	1	31	19	1	0
AKAP2	40	73	0	28	38	36	42	31	0	0	38	0	0	50	59	43	14	18	0	0	37	0	0	25	0	0	0	25	33	69	0	46	0	40	55	0	0	39	0	0	2	45	51	0	0	0	16	21	0	0
DDX20	6	9	5	1	5	8	2	2	4	4	3	1	1	10	0	4	8	68	5	2	1	1	1	2	4	1	2	3	1	10	5	6	3	2	4	0	3	1	3	2	6	0	0	2	2	1	2	3	6	3
DUSP10	1	1	64	44	0	0	0	0	21	98	1	51	76	0	1	0	0	996	28	45	0	118	56	5	34	24	73	0	0	1	51	0	71	0	0	53	33	1	57	31	42	0	8	76	50	68	23	18	65	45
RPL35	0	0	0	2	2	0	0	0	5	93	0	11	5	0	0	0	9	4	4	10	0	254	10	8	3	6	166	0	0	2	4	1	10	0	0	10	19	0	4	2	11	1	1	5	1	10	0	1	11	2
RASSF8	1	1	135	79	1	0	0	0	98	2	1	93	99	1	0	2	1	27	57	173	0	3	68	22	176	186	4	1	0	1	65	0	106	0	0	88	109	0	102	67	39	0	92	103	125	35	24	10	93	68
PRAF2	0	0	1757	798	0	0	0	1	1822	6222	0	1901	1767	0	0	22	0	133	1535	2169	0	4110	1910	472	1696	1713	4077	0	0	2	1742	0	1123	11	1	1587	1854	0	1917	1473	911	0	589	1135	1851	1514	338	503	2148	1722
SEC63	50	22	232	63	33	76	21	16	162	68	21	352	450	83	24	61	14	9239	373	532	23	68	300	140	153	289	67	47	21	70	131	66	150	25	37	280	149	84	262	158	328	45	71	171	235	245	174	45	754	115
PDCD10	0	0	73	30	0	0	0	0	69	8654	0	129	96	0	0	0	0	0	97	75	0	8762	86	18	95	43	8011	0	0	0	115	0	60	0	0	60	91	0	117	56	51	0	30	83	60	80	27	19	82	104
RNF139	1	1	54	53	2	1	1	1	31	0	3	55	65	1	0	5	9	386	61	61	1	0	49	13	42	53	0	0	1	0	62	2	60	2	3	37	54	2	96	14	33	0	25	90	27	26	12	15	72	44
RNF24	0	2	8	1	2	3	0	2	7	3	0	12	7	0	2	1	0	468	2	19	0	2	9	3	7	8	1	2	1	4	3	0	19	2	2	15	7	4	8	19	20	1	5	4	17	15	1	0	14	18
CA5B	20	25	151	67	7	37	18	28	174	296	9	164	156	20	24	37	65	190	152	136	11	233	175	31	107	137	140	11	36	25	149	17	161	24	22	105	158	71	116	152	64	30	116	126	173	135	37	71	107	204
PMF1	0	0	51	34	0	0	0	0	37	0	0	52	50	0	0	5	0	104	57	34	0	0	29	19	38	37	0	0	0	0	24	0	52	8	1	41	50	0	38	67	23	0	14	45	16	50	14	5	43	45
ZHX1	198	225	0	137	257	273	200	222	0	1035	222	0	4	274	222	203	269	29	1	10	250	772	1	126	1	2	1166	188	296	225	0	251	1	261	285	4	1	212	1	1	77	218	165	4	4	0	253	207	1	3
GPR176	7	13	0	2	13	5	7	9	0	27	12	0	0	10	17	11	11	2	0	0	10	11	0	3	0	0	29	10	14	8	0	8	0	4	3	0	0	12	0	0	2	12	1	0	0	0	14	4	0	0
NXPH3	1	3	246	147	5	2	2	6	172	0	1	345	212	7	8	16	1	0	311	182	5	14	159	68	125	319	14	1	0	1	157	3	523	9	1	251	210	4	170	225	321	0	83	281	150	280	87	109	203	208
PACSIN2	8	15	0	2	12	48	6	5	0	6	7	0	0	12	5	46	6	1613	0	0	3	3	0	3	0	0	3	1	4	51	0	2	0	4	7	0	0	2	0	0	0	13	1	0	0	0	3	1	0	0
SLC6A14	235	195	0	124	258	241	272	206	0	609	188	0	0	216	195	208	185	17	0	6	163	585	0	168	12	0	648	224	262	266	0	176	0	168	212	0	0	208	0	0	55	241	195	0	0	0	176	155	0	0
TP53TG1	0	0	286	207	1	0	1	0	564	0	0	433	466	0	1	1	1	1126	273	499	2	2	343	159	392	358	2	0	0	0	367	1	552	4	0	270	314	0	376	363	251	1	142	354	608	528	100	100	454	443
DCTN3	0	0	12	4	0	0	0	0	19	24	0	5	9	0	0	0	0	33	0	2	0	27	2	0	8	8	15	0	0	0	2	0	9	0	0	15	4	0	4	11	0	0	10	10	3	8	0	0	6	12
FILIP1L	0	0	390	172	0	0	0	0	485	0	0	381	269	0	0	0	0	0	304	474	0	0	288	97	495	227	0	0	0	0	338	0	363	4	0	646	413	0	481	331	335	0	85	322	218	361	84	253	360	482
XPOT	0	0	91	8	0	0	0	0	28	94	0	180	41	0	0	0	0	538	57	214	0	112	22	3	366	23	117	0	0	0	178	0	39	0	0	227	21	0	398	37	31	0	18	224	72	32	24	39	54	78
SP140	4	0	197	239	2	2	0	0	372	0	0	446	610	0	0	0	2	0	154	623	0	0	279	138	351	365	0	0	0	0	178	0	234	1	0	229	497	2	417	510	153	2	44	261	235	445	119	108	323	522
PXMP4	0	0	28	23	0	0	0	0	79	7	0	49	27	0	0	4	0	16	58	70	0	5	12	23	38	37	14	0	0	0	24	0	51	0	0	29	56	0	25	38	13	0	13	20	44	69	7	3	16	33
NRM	0	0	5	4	0	0	0	0	2	79	0	6	15	0	0	0	0	126	3	8	1	19	11	2	11	4	31	0	0	0	1	0	21	0	0	12	5	0	2	4	4	0	2	8	5	4	1	9	2	7
ATXN2L	224	195	0	116	259	330	265	382	0	23	229	0	0	270	329	219	227	41	0	0	253	25	0	179	20	0	23	316	250	324	0	327	0	265	240	0	0	224	0	0	63	221	128	0	0	0	238	181	0	0
KLHL2	0	0	141	22	0	0	0	0	86	148	0	207	136	0	1	0	0	0	100	114	0	162	277	28	143	102	227	0	0	0	78	0	140	1	0	112	122	0	154	127	52	0	85	157	85	165	19	25	138	96
KLF12	9	19	744	483	1	2	9	8	678	238	5	594	715	3	0	0	8	182	746	485	1	221	787	210	685	842	278	9	5	8	603	1	824	7	5	545	665	5	981	1044	339	12	311	828	853	1003	45	228	1032	1053
KLF8	1	0	4	3	0	0	0	0	9	29	0	5	7	0	0	0	0	0	3	7	0	116	8	2	11	1	29	0	0	0	6	0	8	1	0	11	1	0	9	7	2	0	0	12	3	10	0	1	5	8
SCN11A	10	8	0	5	10	15	1	9	0	3070	9	0	0	20	54	3	15	3	0	0	7	4068	0	3	0	0	3663	12	25	4	0	15	0	31	18	0	0	7	0	0	1	6	28	0	0	0	44	40	0	0
MGAT4B	59	233	0	21	58	23	30	28	0	6	537	0	0	40	31	495	44	3	0	0	58	24	0	16	0	0	6	28	117	34	0	284	0	44	65	0	0	31	0	0	15	56	14	0	0	0	24	249	0	0
PNKP	65	38	115	127	47	107	20	92	101	21	47	337	275	32	35	41	40	110	182	153	18	14	128	46	202	143	20	82	25	11	239	102	174	43	35	230	189	23	77	167	117	34	103	116	216	284	126	124	127	128
B4GALT7	1	2	0	3	12	7	0	10	0	1	7	0	0	4	4	5	9	716	0	0	14	0	0	1	2	0	1	8	10	5	0	14	0	4	5	0	0	4	0	0	26	5	3	0	0	0	5	7	0	0
VPS45	0	0	155	52	2	0	6	2	135	199	0	212	158	0	0	4	0	4	195	150	6	163	121	18	200	118	214	2	2	0	178	4	140	0	0	190	132	12	213	209	82	0	33	151	122	136	16	39	180	130
LYPLA2	45	27	1	10	9	17	51	23	0	2	29	1	0	34	18	8	27	2903	11	19	20	5	0	14	0	2	1	11	14	27	2	37	9	45	16	0	9	46	1	0	19	30	4	0	10	1	15	18	0	0
PARK7	9	12	0	8	11	10	15	6	3	4	10	0	2	3	6	9	6	41	0	0	10	3	2	5	1	2	1	7	20	11	0	8	0	7	6	0	2	9	0	0	5	3	7	0	0	0	5	4	3	0
TMC6	211	245	3	106	125	119	137	279	1	0	271	0	1	111	148	145	179	9	2	1	110	0	0	161	2	0	0	146	201	121	5	193	0	132	233	0	0	165	2	0	42	112	109	0	0	0	195	158	0	1
DDX42	25	38	402	431	24	17	13	37	389	80	31	477	793	46	12	46	13	22	405	311	25	110	305	108	444	509	81	21	30	54	281	31	359	42	16	406	324	12	588	1185	167	25	76	261	306	561	150	71	354	744
FKBP9	2	0	297	126	0	1	0	0	154	6	2	230	240	0	0	4	0	21	193	449	1	2	320	68	306	327	4	0	6	0	179	1	218	8	0	158	235	0	365	179	79	2	204	301	179	151	55	51	343	341
CTRC	93	156	4	151	198	173	45	142	3	4	49	19	10	85	44	103	64	90	2	11	67	6	13	65	12	2	3	68	183	78	12	52	11	70	209	7	4	43	10	18	8	103	45	15	3	8	192	85	13	14
ACOT7	8	1	1	3	11	2	7	13	3	35	8	2	0	2	10	9	3	90	1	0	2	29	0	5	1	0	45	8	6	3	2	1	0	8	10	0	0	2	2	0	0	2	3	3	1	3	8	6	0	0
TUSC2	0	0	150	57	0	0	0	0	132	219	0	123	136	0	0	0	0	3	91	96	1	165	131	44	108	123	85	0	0	0	133	0	88	0	1	81	96	0	126	149	59	0	33	112	127	92	21	35	120	105
CBX3	178	144	137	144	166	185	166	191	69	30	220	73	166	187	187	203	226	73	217	102	204	19	109	171	106	114	30	262	228	231	181	253	85	165	246	148	126	205	114	202	160	206	138	141	90	101	175	181	55	148
EXOC3	0	0	1107	129	0	0	0	0	124	136	0	2819	200	0	0	1	0	6	153	203	0	64	209	18	1026	207	181	0	0	0	259	0	1043	2	0	190	190	1	179	1043	110	2	76	335	197	126	8	41	207	149
OIP5	1	2	2	3	0	0	0	0	2	33	1	13	10	2	0	0	0	1329	7	3	0	37	8	2	10	4	0	1	0	0	1	0	3	0	0	1	13	0	10	3	26	0	1	3	1	3	7	0	3	7
SCRG1	0	0	10	8	0	0	2	0	4	0	0	10	7	0	0	1	0	60	22	20	0	0	12	4	13	15	0	0	0	0	20	0	11	0	0	13	3	0	29	9	4	1	0	10	7	18	1	8	15	10
MGLL	4	12	27	15	1	28	2	27	13	10	10	26	35	3	2	7	0	90	23	18	1	31	22	16	24	39	19	3	2	0	16	14	5	0	13	35	15	1	32	18	15	12	8	23	19	14	19	3	21	36
GABARAPL2	1	5	75	55	6	1	1	8	124	1	2	133	118	2	1	0	6	16	109	117	2	12	56	65	81	87	10	1	3	1	95	0	99	1	0	193	113	9	71	66	53	5	35	87	103	92	21	32	128	116
CASC3	31	5	3	26	35	28	36	24	1	10	23	1	1	30	32	25	14	1153	2	0	47	7	0	17	3	2	5	40	23	30	1	29	1	40	35	2	3	73	2	0	11	21	15	1	0	3	12	18	1	0
NID2	0	0	4	4	0	0	0	0	5	0	0	2	11	0	0	0	0	18	0	8	0	4	4	2	7	3	6	0	0	0	4	0	9	0	0	11	9	0	1	5	8	0	0	5	5	6	0	0	5	4
TFEC	7	7	0	8	11	15	10	9	0	0	15	0	0	5	11	10	14	5	0	0	9	0	0	9	0	0	0	8	3	12	0	12	0	10	9	0	0	6	0	0	2	9	7	0	0	0	11	5	0	0
ITGA11	0	0	17	14	2	0	0	1	42	0	0	24	18	2	1	0	0	0	13	26	0	0	51	3	14	41	0	0	6	0	20	0	31	0	1	27	21	0	50	16	17	1	11	49	49	17	4	14	33	25
CLCA4	146	152	11	76	129	117	108	160	10	0	95	0	8	110	119	99	113	19	5	2	152	0	0	128	4	6	0	108	127	120	1	134	10	93	93	0	0	145	0	3	70	99	51	2	10	1	74	123	5	3
IKZF3	281	138	108	108	131	142	164	149	202	1	265	228	111	183	180	149	344	313	136	117	140	0	166	232	176	125	0	151	143	176	168	177	123	106	160	141	155	122	158	105	77	185	156	104	103	196	332	111	127	102
IKZF2	119	104	0	38	100	95	80	82	0	17	142	2	0	51	152	84	61	21	0	0	104	31	0	26	1	0	20	61	101	123	0	104	1	159	59	1	0	28	1	0	23	146	87	1	1	0	128	90	1	0
MRAS	60	40	1	21	44	55	43	56	1	0	73	0	2	30	41	44	72	31	1	1	34	0	1	46	0	0	0	29	51	40	0	73	0	56	28	0	2	43	2	2	8	37	12	0	1	0	22	40	0	1
COPZ1	15	12	0	16	90	16	68	36	0	29	43	0	0	45	24	34	27	10	0	0	81	64	0	49	55	0	43	164	42	54	0	50	0	42	22	0	0	23	0	0	3	50	14	0	0	0	35	71	0	0
RASA3	34	46	0	45	40	26	32	60	0	220	96	1	1	38	67	46	22	4	1	2	36	215	1	52	0	1	201	58	67	47	0	47	1	42	20	0	1	32	1	1	4	65	10	1	0	0	42	47	0	2
HSPA4L	0	0	40	10	0	0	0	0	38	228	0	34	110	1	2	1	0	106	51	27	0	173	94	13	40	14	121	0	0	0	32	0	21	3	0	8	26	0	31	26	29	0	27	31	9	29	0	5	11	101
PUF60	36	22	20	38	27	6	15	18	30	0	16	8	3	8	16	16	22	110	19	74	17	0	34	14	28	31	0	15	15	28	4	6	10	20	10	31	41	40	4	5	22	27	6	7	3	3	51	36	32	21
ZNF652	0	0	173	61	2	0	0	0	102	85	0	73	146	0	0	4	1	189	71	147	1	140	155	25	84	149	150	1	0	0	136	2	78	0	1	82	67	0	85	94	59	1	27	115	109	89	10	43	145	101
ZFP30	0	0	57	46	2	2	1	3	193	11	1	225	97	4	0	1	2	1103	193	179	0	19	154	13	162	157	18	4	0	1	107	1	268	1	3	176	111	4	137	65	40	2	23	133	153	270	67	174	49	379
RHOBTB3	154	131	1496	600	246	216	198	198	1484	1361	155	1109	1285	248	334	140	155	22	1219	1639	317	1559	1125	416	1360	1228	1443	341	331	140	1351	217	828	163	324	1296	1036	268	1322	1162	703	275	815	1956	1471	1238	430	526	1602	1458
RNF44	0	0	0	0	1	3	1	0	1	209	1	0	1	4	1	4	28	1	0	0	5	367	0	4	0	0	268	31	5	24	0	6	0	5	0	0	0	0	0	0	8	30	10	0	0	0	32	1	0	1
DLGAP4	26	23	0	16	22	41	40	15	0	1123	43	0	0	59	44	41	27	121	0	0	44	1284	0	48	0	0	1380	17	61	22	0	30	0	10	47	0	0	25	0	0	22	17	24	0	0	0	14	22	0	0
RAB11FIP2	34	22	163	131	21	44	55	12	167	13	32	177	193	22	20	33	11	11	191	303	16	14	152	110	292	302	9	9	48	18	219	28	236	23	41	191	223	27	220	223	167	15	74	218	328	166	136	71	282	197
DOLK	3	10	1	2	1	4	3	5	0	1320	8	0	0	8	7	1	4	10278	0	0	2	1002	1	0	0	0	1066	1	2	4	0	2	0	6	2	1	0	5	1	0	40	5	2	0	0	0	3	2	1	0
VASH1	12	19	0	6	12	53	31	12	0	40	34	0	0	45	11	15	13	330	0	0	5	42	0	12	0	0	9	50	26	23	0	18	0	31	19	0	0	14	0	0	5	23	9	0	0	0	11	15	0	0
ZNF507	8	6	129	81	3	8	11	8	131	2	7	98	152	4	8	20	9	3	119	180	2	1	153	45	108	135	3	26	11	1	173	3	102	11	3	194	93	6	167	137	118	11	34	143	139	202	38	42	186	80
AAK1	2	3	99	11	2	29	1	11	2	3	24	9	40	6	11	8	6	50	228	11	6	2	42	3	6	9	1	14	14	5	47	2	3	7	11	19	6	3	14	11	37	12	2	16	13	6	38	10	27	12
CPEB3	8	14	40	56	3	2	3	4	45	3	4	31	58	2	5	0	1	27	32	47	8	3	13	19	22	57	2	5	3	6	33	1	20	4	5	14	64	4	29	16	48	2	29	20	20	27	4	18	68	14
ADNP2	0	0	126	69	0	0	0	0	169	0	0	138	230	0	0	0	0	15	197	151	0	0	176	39	128	158	0	0	1	0	180	0	194	0	0	207	103	0	97	126	119	0	23	158	87	116	19	43	175	138
ANKRD26	114	85	0	61	99	117	93	155	0	78	136	0	0	125	82	90	175	41	0	0	131	286	0	65	3	0	377	127	130	155	0	108	0	122	118	0	0	130	0	0	47	120	64	0	0	0	71	108	0	0
LPHN1	6	13	60	28	12	5	11	8	58	388	6	33	28	9	13	8	4	610	15	43	2	351	57	45	25	44	281	12	4	16	54	11	20	24	6	20	11	8	11	69	48	10	9	78	3	31	4	11	42	40
NLRP1	0	0	89	34	0	0	0	0	144	0	0	121	170	0	0	1	0	0	184	88	0	0	90	18	57	65	0	0	0	0	91	0	112	0	0	66	56	0	212	54	47	0	53	102	54	124	43	17	60	138
FNDC3A	0	0	31	4	0	0	0	0	13	74	0	96	35	0	0	0	0	83	33	17	0	173	37	2	38	31	71	0	0	0	20	0	31	0	0	51	12	0	18	44	3	0	12	57	6	28	6	6	14	26
CNKSR2	0	0	11	2	0	0	0	0	6	1532	0	5	17	0	0	0	0	1980	5	14	0	1494	6	4	9	4	1171	0	0	0	3	0	1	0	0	5	6	0	15	11	18	0	1	6	3	0	0	0	6	8
FASTKD2	2	0	7	2	0	3	3	0	14	155	0	2	12	2	1	2	2	121	6	9	1	67	5	2	13	3	126	0	1	1	14	1	22	0	0	2	8	0	7	5	14	0	5	2	14	7	3	2	14	13
ZNF510	2	1	107	60	0	3	1	0	28	76	3	71	32	0	2	1	1	13	34	16	1	51	60	22	34	26	75	0	2	1	44	1	50	1	3	16	39	0	61	127	19	3	44	69	44	34	17	15	76	31
PPP6R1	37	45	0	24	41	50	36	36	0	0	40	1	0	56	49	36	47	7	0	3	56	0	0	15	0	0	0	46	38	56	0	53	0	34	49	0	0	43	0	0	18	44	27	0	0	0	35	15	1	0
NLGN1	0	3	6	3	0	0	0	0	9	0	0	23	12	1	0	0	0	6	4	8	3	0	9	1	5	17	0	0	0	1	17	3	5	0	0	7	12	0	11	9	9	0	0	9	10	25	0	1	11	10
PLEKHA6	528	459	0	239	547	725	568	597	0	75	557	0	0	623	494	575	640	40165	0	6	592	145	0	433	2	0	21	616	552	583	0	557	0	523	605	0	0	572	0	0	2298	493	333	0	0	0	438	388	0	0
ENPP4	0	0	105	71	0	0	0	0	109	10	1	149	138	0	0	1	0	1587	105	156	0	9	171	36	156	114	18	0	0	1	126	1	107	5	0	110	132	0	120	140	64	0	31	101	127	122	17	38	115	136
INPP5F	0	0	2	2	0	1	0	0	1	57	0	1	3	0	1	0	0	29	7	9	0	29	11	1	1	13	36	0	1	0	9	0	6	0	0	12	6	0	4	23	8	0	1	1	18	9	0	1	8	16
MLXIP	1	0	56	11	1	5	1	1	73	7	5	114	40	0	1	1	0	50	39	35	0	4	95	2	30	66	3	0	0	1	22	0	76	0	0	72	42	0	36	105	24	0	9	29	48	28	6	19	42	72
TRAPPC8	61	27	11	59	22	54	19	102	29	5	68	18	27	57	44	51	764	75	55	50	96	5	32	44	29	16	3	46	40	148	33	96	43	17	71	24	43	178	25	12	63	45	37	5	40	46	47	902	10	43
ANKRD6	59	231	2	164	329	136	143	313	2	17	130	1	0	201	110	72	274	78	2	7	140	3	0	90	5	5	20	203	106	240	1	124	2	201	205	5	1	277	0	1	69	91	79	0	1	1	169	63	1	3
ZHX2	0	0	100	20	0	0	0	0	63	7	0	57	211	0	0	0	0	156	37	102	0	2	82	18	30	12	9	0	0	0	47	0	51	0	0	21	34	0	93	45	151	0	18	10	151	34	133	9	204	58
CLSTN1	0	1	29	7	1	0	1	1	7	94	1	30	17	0	0	1	0	1799	9	15	0	55	9	2	37	29	98	0	1	0	6	1	1	1	1	43	2	2	36	20	13	1	7	38	12	12	1	0	13	38
FOXJ3	0	0	225	87	1	2	0	0	166	4	0	158	210	0	0	0	0	50463	194	207	0	3	209	28	179	159	1	0	0	0	196	0	220	1	0	197	167	0	140	238	657	0	51	172	225	175	47	64	231	249
UBOX5	10	6	0	4	6	9	7	10	0	1049	7	0	0	16	4	12	12	1	0	0	20	1600	0	5	0	0	1670	5	11	9	0	17	0	8	17	0	0	19	0	0	4	7	11	0	0	0	7	6	0	0
KIAA0907	509	427	0	295	520	637	445	543	1	5224	455	0	0	464	389	505	582	56	1	0	512	5596	0	322	9	2	5601	609	483	632	0	573	1	576	442	2	1	424	0	0	184	465	355	1	1	0	394	363	1	1
ZBTB1	320	217	0	39	167	131	102	136	0	28	350	0	1	106	88	66	101	57	0	0	175	36	1	99	1	2	12	198	457	445	0	104	0	241	163	0	1	70	2	0	80	217	27	0	1	0	90	34	3	0
ZNF365	0	0	71	27	0	0	0	0	131	10	0	96	67	0	0	0	0	4984	69	81	0	27	91	19	57	58	1	0	0	0	87	0	95	0	0	66	72	0	58	49	85	0	21	82	71	57	13	73	70	111
BAHD1	2	1	2353	1537	0	8	0	3	2226	9471	4	2840	3039	4	2	20	7	1	2714	3805	0	10622	2124	836	2303	2897	5625	1	2	0	3053	2	2983	11	0	3036	2552	0	2546	2401	1697	1	870	2415	1889	2372	523	980	3041	2502
RPH3A	3	9	1	22	27	10	21	3	3	0	5	0	3	11	7	10	11	0	0	2	30	0	1	1	1	2	0	1	23	6	3	2	0	6	13	1	1	15	0	0	2	6	15	3	0	0	1	21	0	1
DENND3	17	30	143	30	53	23	38	15	186	8	11	136	302	39	15	18	14	52	64	108	22	1	72	94	136	112	6	34	31	12	77	41	142	16	22	78	74	39	97	129	32	23	52	43	186	132	18	79	200	88
CARD8	9	9	3	9	21	20	6	5	6	25	0	5	16	1	20	2	21	1327	15	10	6	50	10	8	12	27	0	27	29	11	14	14	37	3	16	4	14	13	22	43	12	2	4	77	46	16	33	15	70	26
RUFY3	0	0	8	10	0	0	0	0	14	3	0	11	20	0	0	0	0	4	11	22	1	3	10	2	10	10	2	1	0	0	9	0	21	1	0	4	17	2	15	10	3	0	12	18	3	10	2	2	12	18
BTBD3	0	0	161	80	0	0	0	0	118	100	0	134	222	0	0	9	0	0	108	277	0	47	270	43	154	114	45	0	1	0	121	0	161	0	1	134	76	0	130	234	112	0	47	183	202	195	39	24	399	147
EPN2	32	6	1	22	46	27	35	23	0	661	8	2	0	17	60	18	21	9	0	0	46	1221	2	7	1	1	1461	26	37	21	0	28	1	26	17	0	0	44	2	0	6	61	11	0	1	0	38	6	1	0
TRAK1	0	0	18	6	0	0	0	0	12	11	0	7	22	0	0	0	0	10	0	0	0	11	7	0	3	0	8	0	0	0	3	0	0	0	0	3	0	0	0	7	12	0	7	7	0	7	0	0	0	0
DHX30	6	2	1	3	2	6	7	1	2	0	8	1	7	7	3	4	1	4	3	0	4	1	1	3	3	2	1	1	3	3	2	14	2	2	4	2	1	7	2	0	1	7	1	2	3	1	6	1	2	2
FAN1	2	2	26	6	4	7	4	5	30	258	2	22	9	4	5	3	2	4	32	30	7	211	12	29	30	35	253	7	1	6	19	1	34	0	5	28	13	7	31	11	14	8	11	42	32	15	9	7	24	27
WDR47	0	0	52	20	0	0	0	0	63	0	0	58	53	0	0	1	0	0	68	76	0	0	46	19	59	49	0	0	0	0	47	0	75	11	0	50	56	0	53	69	50	0	25	63	54	73	9	21	70	61
RALY	14	11	0	8	11	11	52	29	0	521	22	0	0	59	20	42	15	244	0	0	8	523	0	4	0	0	723	55	23	17	0	14	0	16	17	0	0	42	0	0	1	12	26	0	0	0	18	14	0	0
CD93	1	0	990	263	3	2	1	1	649	0	0	632	1036	0	1	3	1	0	885	537	1	0	490	461	752	1044	0	1	1	0	727	1	685	0	1	592	749	0	1147	863	604	0	282	670	478	476	116	196	1010	933
MAPRE1	0	0	703	370	0	0	0	0	352	0	0	355	544	0	0	2	0	3587	473	445	0	0	372	154	551	401	0	0	0	0	389	0	457	3	0	453	272	0	400	411	335	0	159	323	332	459	149	115	380	581
KIFAP3	0	0	46	29	0	0	0	0	61	149	0	66	91	0	0	0	0	36	50	69	0	39	79	10	118	91	239	0	0	0	66	0	49	0	0	80	89	0	76	81	39	0	32	77	73	49	33	14	86	61
MSRB2	8	18	0	13	23	6	27	4	2	147	42	0	2	14	20	17	10	27	0	0	5	113	2	4	1	0	143	19	19	30	0	6	0	12	9	0	4	36	2	0	3	30	14	0	0	0	7	32	0	0
MAPRE3	0	0	16	13	0	0	0	0	19	0	0	17	112	0	0	0	0	35	120	113	0	0	14	5	126	28	0	0	0	0	117	0	19	0	0	15	23	0	27	23	14	0	4	27	30	109	2	8	29	33
PLA2R1	14	11	0	9	17	9	15	27	0	0	12	0	0	30	22	22	17	3	0	0	21	0	0	7	0	0	0	12	12	12	0	25	0	10	7	0	0	16	0	0	7	7	11	0	0	0	7	4	0	0
ATF6	635	512	0	416	756	705	651	508	0	215	693	0	1	726	590	616	614	135	0	95	845	222	0	394	19	1	248	662	711	573	0	597	0	539	548	0	0	697	0	1	172	852	396	0	1	1	698	540	1	2
